"","gene","stage","counts_sum"
"110849","LO018260.3","3Month",10
"110850","LO018260.3","72hpf",3
"110851","LO018380.1","21Day",8
"110852","LO018380.1","22Month",7
"110853","LO018380.1","24hpf",3
"110854","LO018380.1","3Month",29
"110855","LO018380.1","72hpf",14
"110856","LO018432.1","21Day",10
"110857","LO018432.1","22Month",27
"110858","LO018432.1","24hpf",2
"110859","LO018432.1","3Month",153
"110860","LO018432.1","72hpf",12
"110861","LO018508.1","21Day",3
"110862","LO018508.1","22Month",5
"110863","LO018508.1","24hpf",1
"110864","LO018508.1","3Month",0
"110865","LO018508.1","72hpf",4
"110866","LO018551.1","21Day",57
"110867","LO018551.1","22Month",296
"110868","LO018551.1","24hpf",6
"110869","LO018551.1","3Month",363
"110870","LO018551.1","72hpf",10
"110871","MB21D2","21Day",1
"110872","MB21D2","22Month",15
"110873","MB21D2","24hpf",2
"110874","MB21D2","3Month",3
"110875","MB21D2","72hpf",9
"110876","MCHR2","21Day",10
"110877","MCHR2","22Month",81
"110878","MCHR2","24hpf",1
"110879","MCHR2","3Month",571
"110880","MCHR2","72hpf",28
"110881","NC-002333.11","21Day",14
"110882","NC-002333.11","22Month",280
"110883","NC-002333.11","24hpf",5
"110884","NC-002333.11","3Month",516
"110885","NC-002333.11","72hpf",13
"110886","NCAM2","21Day",10
"110887","NCAM2","22Month",51
"110888","NCAM2","24hpf",0
"110889","NCAM2","3Month",78
"110890","NCAM2","72hpf",6
"110891","P2RY14","21Day",2
"110892","P2RY14","22Month",0
"110893","P2RY14","24hpf",3
"110894","P2RY14","3Month",0
"110895","P2RY14","72hpf",2
"110896","PEBP4","21Day",6
"110897","PEBP4","22Month",81
"110898","PEBP4","24hpf",3
"110899","PEBP4","3Month",727
"110900","PEBP4","72hpf",10
"110901","PGA3","21Day",3
"110902","PGA3","22Month",18487
"110903","PGA3","24hpf",1
"110904","PGA3","3Month",81
"110905","PGA3","72hpf",1
"110906","RASGRF1","21Day",113
"110907","RASGRF1","22Month",45
"110908","RASGRF1","24hpf",0
"110909","RASGRF1","3Month",38
"110910","RASGRF1","72hpf",67
"110911","RASL10B","21Day",1
"110912","RASL10B","22Month",14
"110913","RASL10B","24hpf",0
"110914","RASL10B","3Month",51
"110915","RASL10B","72hpf",8
"110916","RBP1","21Day",0
"110917","RBP1","22Month",3
"110918","RBP1","24hpf",0
"110919","RBP1","3Month",6
"110920","RBP1","72hpf",7
"110921","RF00007","21Day",31
"110922","RF00007","22Month",17
"110923","RF00007","24hpf",11
"110924","RF00007","3Month",3
"110925","RF00007","72hpf",7
"110926","RF00016","21Day",32
"110927","RF00016","22Month",156
"110928","RF00016","24hpf",2
"110929","RF00016","3Month",32
"110930","RF00016","72hpf",9
"110931","RF00564","21Day",5
"110932","RF00564","22Month",3
"110933","RF00564","24hpf",6
"110934","RF00564","3Month",0
"110935","RF00564","72hpf",7
"110936","RF00609","21Day",5
"110937","RF00609","22Month",1
"110938","RF00609","24hpf",0
"110939","RF00609","3Month",0
"110940","RF00609","72hpf",4
"110941","RF01291","21Day",3
"110942","RF01291","22Month",122
"110943","RF01291","24hpf",3
"110944","RF01291","3Month",50
"110945","RF01291","72hpf",2
"110946","SGCZ","21Day",19
"110947","SGCZ","22Month",6
"110948","SGCZ","24hpf",1
"110949","SGCZ","3Month",4
"110950","SGCZ","72hpf",21
"110951","SHISA8","21Day",7
"110952","SHISA8","22Month",0
"110953","SHISA8","24hpf",0
"110954","SHISA8","3Month",3
"110955","SHISA8","72hpf",4
"110956","SYNDIG1","21Day",3
"110957","SYNDIG1","22Month",2
"110958","SYNDIG1","24hpf",1
"110959","SYNDIG1","3Month",3
"110960","SYNDIG1","72hpf",9
"110961","TMEM179","21Day",9
"110962","TMEM179","22Month",3
"110963","TMEM179","24hpf",0
"110964","TMEM179","3Month",0
"110965","TMEM179","72hpf",7
"110966","TMEM87B","21Day",20
"110967","TMEM87B","22Month",2
"110968","TMEM87B","24hpf",5
"110969","TMEM87B","3Month",47
"110970","TMEM87B","72hpf",10
"110971","TRIM35","21Day",11
"110972","TRIM35","22Month",83
"110973","TRIM35","24hpf",1
"110974","TRIM35","3Month",131
"110975","TRIM35","72hpf",3
"110976","aaed1","21Day",22
"110977","aaed1","22Month",125
"110978","aaed1","24hpf",3
"110979","aaed1","3Month",261
"110980","aaed1","72hpf",15
"110981","abhd8a","21Day",6
"110982","abhd8a","22Month",2
"110983","abhd8a","24hpf",1
"110984","abhd8a","3Month",4
"110985","abhd8a","72hpf",17
"110986","acbd5b","21Day",25
"110987","acbd5b","22Month",75
"110988","acbd5b","24hpf",1
"110989","acbd5b","3Month",222
"110990","acbd5b","72hpf",25
"110991","acer2","21Day",25
"110992","acer2","22Month",243
"110993","acer2","24hpf",3
"110994","acer2","3Month",291
"110995","acer2","72hpf",9
"110996","acot21","21Day",1
"110997","acot21","22Month",18
"110998","acot21","24hpf",3
"110999","acot21","3Month",7
"111000","acot21","72hpf",10
"111001","acp7","21Day",12
"111002","acp7","22Month",30
"111003","acp7","24hpf",3
"111004","acp7","3Month",63
"111005","acp7","72hpf",11
"111006","adgre18","21Day",26
"111007","adgre18","22Month",90
"111008","adgre18","24hpf",0
"111009","adgre18","3Month",829
"111010","adgre18","72hpf",2
"111011","adgre8","21Day",1
"111012","adgre8","22Month",26
"111013","adgre8","24hpf",0
"111014","adgre8","3Month",260
"111015","adgre8","72hpf",1
"111016","adgre9","21Day",44
"111017","adgre9","22Month",366
"111018","adgre9","24hpf",0
"111019","adgre9","3Month",2259
"111020","adgre9","72hpf",4
"111021","adgrf3a","21Day",670
"111022","adgrf3a","22Month",2711
"111023","adgrf3a","24hpf",0
"111024","adgrf3a","3Month",7397
"111025","adgrf3a","72hpf",4
"111026","adipoqb","21Day",7
"111027","adipoqb","22Month",17
"111028","adipoqb","24hpf",0
"111029","adipoqb","3Month",3
"111030","adipoqb","72hpf",9
"111031","adra1bb","21Day",100
"111032","adra1bb","22Month",226
"111033","adra1bb","24hpf",5
"111034","adra1bb","3Month",465
"111035","adra1bb","72hpf",25
"111036","adrb3b","21Day",49
"111037","adrb3b","22Month",243
"111038","adrb3b","24hpf",2
"111039","adrb3b","3Month",347
"111040","adrb3b","72hpf",22
"111041","aglb","21Day",74
"111042","aglb","22Month",78
"111043","aglb","24hpf",0
"111044","aglb","3Month",101
"111045","aglb","72hpf",47
"111046","aire","21Day",8
"111047","aire","22Month",87
"111048","aire","24hpf",5
"111049","aire","3Month",278
"111050","aire","72hpf",12
"111051","aknad1","21Day",11
"111052","aknad1","22Month",0
"111053","aknad1","24hpf",1
"111054","aknad1","3Month",79
"111055","aknad1","72hpf",11
"111056","aldh3b2","21Day",14
"111057","aldh3b2","22Month",2
"111058","aldh3b2","24hpf",1
"111059","aldh3b2","3Month",2
"111060","aldh3b2","72hpf",11
"111061","alox5b.2","21Day",56
"111062","alox5b.2","22Month",439
"111063","alox5b.2","24hpf",6
"111064","alox5b.2","3Month",916
"111065","alox5b.2","72hpf",5
"111066","amfrb","21Day",25
"111067","amfrb","22Month",213
"111068","amfrb","24hpf",8
"111069","amfrb","3Month",118
"111070","amfrb","72hpf",12
"111071","amigo1","21Day",7
"111072","amigo1","22Month",2
"111073","amigo1","24hpf",0
"111074","amigo1","3Month",0
"111075","amigo1","72hpf",9
"111076","amn","21Day",194
"111077","amn","22Month",455
"111078","amn","24hpf",19
"111079","amn","3Month",2879
"111080","amn","72hpf",43
"111081","apoc4","21Day",222
"111082","apoc4","22Month",10371
"111083","apoc4","24hpf",1
"111084","apoc4","3Month",13898
"111085","apoc4","72hpf",4
"111086","art4","21Day",49
"111087","art4","22Month",8222
"111088","art4","24hpf",6
"111089","art4","3Month",8376
"111090","art4","72hpf",17
"111091","asb14a","21Day",8
"111092","asb14a","22Month",65
"111093","asb14a","24hpf",4
"111094","asb14a","3Month",310
"111095","asb14a","72hpf",7
"111096","asb15b","21Day",0
"111097","asb15b","22Month",11
"111098","asb15b","24hpf",0
"111099","asb15b","3Month",6
"111100","asb15b","72hpf",5
"111101","atg2b","21Day",32
"111102","atg2b","22Month",11
"111103","atg2b","24hpf",4
"111104","atg2b","3Month",7
"111105","atg2b","72hpf",28
"111106","atp8b2","21Day",25
"111107","atp8b2","22Month",12
"111108","atp8b2","24hpf",2
"111109","atp8b2","3Month",24
"111110","atp8b2","72hpf",5
"111111","barx2","21Day",51
"111112","barx2","22Month",13
"111113","barx2","24hpf",7
"111114","barx2","3Month",235
"111115","barx2","72hpf",40
"111116","bglap","21Day",5
"111117","bglap","22Month",405
"111118","bglap","24hpf",7
"111119","bglap","3Month",6140
"111120","bglap","72hpf",4
"111121","btbd11b","21Day",14
"111122","btbd11b","22Month",137
"111123","btbd11b","24hpf",2
"111124","btbd11b","3Month",131
"111125","btbd11b","72hpf",15
"111126","btbd16","21Day",3
"111127","btbd16","22Month",31
"111128","btbd16","24hpf",2
"111129","btbd16","3Month",2022
"111130","btbd16","72hpf",9
"111131","btg4","21Day",1
"111132","btg4","22Month",497
"111133","btg4","24hpf",1
"111134","btg4","3Month",75
"111135","btg4","72hpf",3
"111136","btr06","21Day",48
"111137","btr06","22Month",373
"111138","btr06","24hpf",1
"111139","btr06","3Month",446
"111140","btr06","72hpf",22
"111141","ca14","21Day",101
"111142","ca14","22Month",183
"111143","ca14","24hpf",0
"111144","ca14","3Month",124
"111145","ca14","72hpf",34
"111146","ca4b","21Day",124
"111147","ca4b","22Month",9913
"111148","ca4b","24hpf",3
"111149","ca4b","3Month",29463
"111150","ca4b","72hpf",99
"111151","cacng3a","21Day",3
"111152","cacng3a","22Month",18
"111153","cacng3a","24hpf",1
"111154","cacng3a","3Month",2
"111155","cacng3a","72hpf",0
"111156","carmil1","21Day",1
"111157","carmil1","22Month",2
"111158","carmil1","24hpf",0
"111159","carmil1","3Month",8
"111160","carmil1","72hpf",0
"111161","cax2","21Day",23
"111162","cax2","22Month",124
"111163","cax2","24hpf",1
"111164","cax2","3Month",145
"111165","cax2","72hpf",10
"111166","cbln14","21Day",46
"111167","cbln14","22Month",24432
"111168","cbln14","24hpf",0
"111169","cbln14","3Month",418
"111170","cbln14","72hpf",6
"111171","cbln18","21Day",72
"111172","cbln18","22Month",37
"111173","cbln18","24hpf",0
"111174","cbln18","3Month",93
"111175","cbln18","72hpf",5
"111176","cbln7","21Day",5
"111177","cbln7","22Month",186
"111178","cbln7","24hpf",1
"111179","cbln7","3Month",53
"111180","cbln7","72hpf",0
"111181","ccdc13","21Day",17
"111182","ccdc13","22Month",130
"111183","ccdc13","24hpf",7
"111184","ccdc13","3Month",1793
"111185","ccdc13","72hpf",17
"111186","ccdc73","21Day",3
"111187","ccdc73","22Month",30
"111188","ccdc73","24hpf",0
"111189","ccdc73","3Month",401
"111190","ccdc73","72hpf",5
"111191","ccl39.1","21Day",5
"111192","ccl39.1","22Month",1013
"111193","ccl39.1","24hpf",0
"111194","ccl39.1","3Month",1364
"111195","ccl39.1","72hpf",0
"111196","ccl39.2","21Day",1372
"111197","ccl39.2","22Month",360952
"111198","ccl39.2","24hpf",3
"111199","ccl39.2","3Month",261851
"111200","ccl39.2","72hpf",22
"111201","ccl39.4","21Day",0
"111202","ccl39.4","22Month",6
"111203","ccl39.4","24hpf",4
"111204","ccl39.4","3Month",0
"111205","ccl39.4","72hpf",2
"111206","ccni2","21Day",7
"111207","ccni2","22Month",3
"111208","ccni2","24hpf",7
"111209","ccni2","3Month",6
"111210","ccni2","72hpf",19
"111211","ccr11.1","21Day",6
"111212","ccr11.1","22Month",15
"111213","ccr11.1","24hpf",1
"111214","ccr11.1","3Month",68
"111215","ccr11.1","72hpf",7
"111216","ccr12a","21Day",8
"111217","ccr12a","22Month",33
"111218","ccr12a","24hpf",3
"111219","ccr12a","3Month",94
"111220","ccr12a","72hpf",6
"111221","cd209","21Day",4
"111222","cd209","22Month",63
"111223","cd209","24hpf",2
"111224","cd209","3Month",149
"111225","cd209","72hpf",11
"111226","cd4-1","21Day",245
"111227","cd4-1","22Month",625
"111228","cd4-1","24hpf",1
"111229","cd4-1","3Month",1434
"111230","cd4-1","72hpf",3
"111231","cdc42ep1a","21Day",10
"111232","cdc42ep1a","22Month",39
"111233","cdc42ep1a","24hpf",2
"111234","cdc42ep1a","3Month",75
"111235","cdc42ep1a","72hpf",9
"111236","cdcp2","21Day",19
"111237","cdcp2","22Month",33
"111238","cdcp2","24hpf",2
"111239","cdcp2","3Month",46
"111240","cdcp2","72hpf",51
"111241","cdk5r1b","21Day",24
"111242","cdk5r1b","22Month",6
"111243","cdk5r1b","24hpf",0
"111244","cdk5r1b","3Month",10
"111245","cdk5r1b","72hpf",57
"111246","cdkn2a/b","21Day",10
"111247","cdkn2a/b","22Month",12
"111248","cdkn2a/b","24hpf",4
"111249","cdkn2a/b","3Month",65
"111250","cdkn2a/b","72hpf",11
"111251","cfap73","21Day",4
"111252","cfap73","22Month",47
"111253","cfap73","24hpf",8
"111254","cfap73","3Month",495
"111255","cfap73","72hpf",8
"111256","chrm5a","21Day",0
"111257","chrm5a","22Month",12
"111258","chrm5a","24hpf",0
"111259","chrm5a","3Month",0
"111260","chrm5a","72hpf",1
"111261","chst12b","21Day",16
"111262","chst12b","22Month",3
"111263","chst12b","24hpf",0
"111264","chst12b","3Month",29
"111265","chst12b","72hpf",30
"111266","cln5","21Day",10
"111267","cln5","22Month",1
"111268","cln5","24hpf",3
"111269","cln5","3Month",16
"111270","cln5","72hpf",9
"111271","clrn3","21Day",217
"111272","clrn3","22Month",7511
"111273","clrn3","24hpf",1
"111274","clrn3","3Month",16096
"111275","clrn3","72hpf",19
"111276","cnr1","21Day",5
"111277","cnr1","22Month",11
"111278","cnr1","24hpf",0
"111279","cnr1","3Month",3
"111280","cnr1","72hpf",3
"111281","cnrip1b","21Day",1
"111282","cnrip1b","22Month",0
"111283","cnrip1b","24hpf",0
"111284","cnrip1b","3Month",0
"111285","cnrip1b","72hpf",17
"111286","col8a1b","21Day",112
"111287","col8a1b","22Month",1319
"111288","col8a1b","24hpf",3
"111289","col8a1b","3Month",2661
"111290","col8a1b","72hpf",66
"111291","coro6","21Day",26
"111292","coro6","22Month",730
"111293","coro6","24hpf",11
"111294","coro6","3Month",1686
"111295","coro6","72hpf",21
"111296","cpa1","21Day",30493
"111297","cpa1","22Month",6150
"111298","cpa1","24hpf",1
"111299","cpa1","3Month",32699
"111300","cpa1","72hpf",51
"111301","cpdb","21Day",5
"111302","cpdb","22Month",152
"111303","cpdb","24hpf",2
"111304","cpdb","3Month",793
"111305","cpdb","72hpf",8
"111306","cpne4b","21Day",6
"111307","cpne4b","22Month",32
"111308","cpne4b","24hpf",0
"111309","cpne4b","3Month",23
"111310","cpne4b","72hpf",10
"111311","crp7","21Day",104
"111312","crp7","22Month",3500
"111313","crp7","24hpf",2
"111314","crp7","3Month",21504
"111315","crp7","72hpf",4
"111316","cryba1a","21Day",61
"111317","cryba1a","22Month",418
"111318","cryba1a","24hpf",0
"111319","cryba1a","3Month",510
"111320","cryba1a","72hpf",40
"111321","crybb2","21Day",16
"111322","crybb2","22Month",1429
"111323","crybb2","24hpf",0
"111324","crybb2","3Month",1112
"111325","crybb2","72hpf",4
"111326","crygm2a","21Day",7
"111327","crygm2a","22Month",22
"111328","crygm2a","24hpf",0
"111329","crygm2a","3Month",15
"111330","crygm2a","72hpf",0
"111331","crygm2b","21Day",176
"111332","crygm2b","22Month",4
"111333","crygm2b","24hpf",0
"111334","crygm2b","3Month",15
"111335","crygm2b","72hpf",4
"111336","crygm2c","21Day",126
"111337","crygm2c","22Month",2
"111338","crygm2c","24hpf",0
"111339","crygm2c","3Month",6
"111340","crygm2c","72hpf",4
"111341","csnk2a4","21Day",3
"111342","csnk2a4","22Month",3
"111343","csnk2a4","24hpf",0
"111344","csnk2a4","3Month",2
"111345","csnk2a4","72hpf",2
"111346","ctxn3","21Day",6
"111347","ctxn3","22Month",9
"111348","ctxn3","24hpf",0
"111349","ctxn3","3Month",2
"111350","ctxn3","72hpf",7
"111351","cx34.4","21Day",55
"111352","cx34.4","22Month",182
"111353","cx34.4","24hpf",1
"111354","cx34.4","3Month",457
"111355","cx34.4","72hpf",9
"111356","cx39.4","21Day",14
"111357","cx39.4","22Month",129
"111358","cx39.4","24hpf",0
"111359","cx39.4","3Month",130
"111360","cx39.4","72hpf",10
"111361","cxcl8b.3","21Day",827
"111362","cxcl8b.3","22Month",200
"111363","cxcl8b.3","24hpf",2
"111364","cxcl8b.3","3Month",1620
"111365","cxcl8b.3","72hpf",95
"111366","cyp19a1a","21Day",10
"111367","cyp19a1a","22Month",7583
"111368","cyp19a1a","24hpf",1
"111369","cyp19a1a","3Month",16
"111370","cyp19a1a","72hpf",22
"111371","cyp2k18","21Day",293
"111372","cyp2k18","22Month",61104
"111373","cyp2k18","24hpf",7
"111374","cyp2k18","3Month",28855
"111375","cyp2k18","72hpf",40
"111376","cyp2x8","21Day",278
"111377","cyp2x8","22Month",25298
"111378","cyp2x8","24hpf",2
"111379","cyp2x8","3Month",21840
"111380","cyp2x8","72hpf",8
"111381","cyp8b2","21Day",51
"111382","cyp8b2","22Month",1372
"111383","cyp8b2","24hpf",4
"111384","cyp8b2","3Month",6437
"111385","cyp8b2","72hpf",20
"111386","dapk2b","21Day",11
"111387","dapk2b","22Month",26
"111388","dapk2b","24hpf",4
"111389","dapk2b","3Month",73
"111390","dapk2b","72hpf",7
"111391","dcakd","21Day",15
"111392","dcakd","22Month",27
"111393","dcakd","24hpf",8
"111394","dcakd","3Month",73
"111395","dcakd","72hpf",17
"111396","disp2","21Day",10
"111397","disp2","22Month",6
"111398","disp2","24hpf",1
"111399","disp2","3Month",5
"111400","disp2","72hpf",32
"111401","dmtn","21Day",114
"111402","dmtn","22Month",48
"111403","dmtn","24hpf",2
"111404","dmtn","3Month",43
"111405","dmtn","72hpf",58
"111406","dnajc22","21Day",128
"111407","dnajc22","22Month",12887
"111408","dnajc22","24hpf",1
"111409","dnajc22","3Month",10274
"111410","dnajc22","72hpf",28
"111411","dpep2","21Day",15
"111412","dpep2","22Month",44
"111413","dpep2","24hpf",0
"111414","dpep2","3Month",118
"111415","dpep2","72hpf",5
"111416","dram2a","21Day",2
"111417","dram2a","22Month",2
"111418","dram2a","24hpf",2
"111419","dram2a","3Month",3
"111420","dram2a","72hpf",12
"111421","drd1b","21Day",44
"111422","drd1b","22Month",9
"111423","drd1b","24hpf",1
"111424","drd1b","3Month",10
"111425","drd1b","72hpf",37
"111426","drd6b","21Day",9
"111427","drd6b","22Month",23
"111428","drd6b","24hpf",1
"111429","drd6b","3Month",12
"111430","drd6b","72hpf",13
"111431","dre-let-7a-3","21Day",2
"111432","dre-let-7a-3","22Month",175
"111433","dre-let-7a-3","24hpf",0
"111434","dre-let-7a-3","3Month",194
"111435","dre-let-7a-3","72hpf",17
"111436","dre-mir-101a","21Day",43
"111437","dre-mir-101a","22Month",160
"111438","dre-mir-101a","24hpf",7
"111439","dre-mir-101a","3Month",250
"111440","dre-mir-101a","72hpf",31
"111441","dre-mir-125b-1","21Day",0
"111442","dre-mir-125b-1","22Month",0
"111443","dre-mir-125b-1","24hpf",1
"111444","dre-mir-125b-1","3Month",2
"111445","dre-mir-125b-1","72hpf",1
"111446","dre-mir-129-1","21Day",10
"111447","dre-mir-129-1","22Month",0
"111448","dre-mir-129-1","24hpf",1
"111449","dre-mir-129-1","3Month",0
"111450","dre-mir-129-1","72hpf",20
"111451","dre-mir-129-2","21Day",4
"111452","dre-mir-129-2","22Month",0
"111453","dre-mir-129-2","24hpf",0
"111454","dre-mir-129-2","3Month",0
"111455","dre-mir-129-2","72hpf",5
"111456","dre-mir-182","21Day",0
"111457","dre-mir-182","22Month",0
"111458","dre-mir-182","24hpf",0
"111459","dre-mir-182","3Month",0
"111460","dre-mir-182","72hpf",17
"111461","dre-mir-187-1","21Day",0
"111462","dre-mir-187-1","22Month",0
"111463","dre-mir-187-1","24hpf",0
"111464","dre-mir-187-1","3Month",0
"111465","dre-mir-187-1","72hpf",1
"111466","dre-mir-20a","21Day",1
"111467","dre-mir-20a","22Month",0
"111468","dre-mir-20a","24hpf",8
"111469","dre-mir-20a","3Month",0
"111470","dre-mir-20a","72hpf",5
"111471","dre-mir-216b","21Day",1
"111472","dre-mir-216b","22Month",0
"111473","dre-mir-216b","24hpf",0
